Benchmark,Size_Arg,Approx_Input_GB,Run_ID,Time_ms,Bandwidth_GBs,Faults_Detected_Nsys
cuFFT,67108864,0.27,14,22.34,N/A,Table Not Found
cuFFT,67108864,0.27,15,21.71,N/A,Table Not Found
cuFFT,67108864,0.27,16,22.12,N/A,Table Not Found
cuFFT,67108864,0.27,17,22.18,N/A,Table Not Found
cuFFT,67108864,0.27,18,22.23,N/A,Table Not Found
cuFFT,67108864,0.27,19,22.16,N/A,Table Not Found
cuFFT,67108864,0.27,20,22.20,N/A,Table Not Found
cuFFT,67108864,0.27,21,23.12,N/A,Table Not Found
cuFFT,67108864,0.27,22,24.09,N/A,Table Not Found
cuFFT,67108864,0.27,23,21.74,N/A,Table Not Found
cuFFT,67108864,0.27,24,22.43,N/A,Table Not Found
cuFFT,67108864,0.27,25,22.33,N/A,Table Not Found
cuFFT,67108864,0.27,26,22.27,N/A,Table Not Found
cuFFT,67108864,0.27,27,22.12,N/A,Table Not Found
cuFFT,67108864,0.27,28,22.20,N/A,Table Not Found
cuFFT,67108864,0.27,29,22.07,N/A,Table Not Found
cuFFT,67108864,0.27,30,22.46,N/A,Table Not Found
cuFFT,67108864,0.27,31,22.76,N/A,Table Not Found
cuFFT,67108864,0.27,32,22.05,N/A,Table Not Found
cuFFT,67108864,0.27,33,22.68,N/A,Table Not Found
cuFFT,67108864,0.27,34,21.85,N/A,Table Not Found
cuFFT,67108864,0.27,35,22.19,N/A,Table Not Found
cuFFT,67108864,0.27,36,22.09,N/A,Table Not Found
cuFFT,67108864,0.27,37,21.76,N/A,Table Not Found
cuFFT,67108864,0.27,38,22.34,N/A,Table Not Found
cuFFT,67108864,0.27,39,22.56,N/A,Table Not Found
cuFFT,67108864,0.27,40,22.28,N/A,Table Not Found
cuFFT,67108864,0.27,41,21.77,N/A,Table Not Found
cuFFT,67108864,0.27,42,22.40,N/A,Table Not Found
cuFFT,67108864,0.27,43,22.34,N/A,Table Not Found
cuFFT,67108864,0.27,44,22.11,N/A,Table Not Found
cuFFT,67108864,0.27,45,22.09,N/A,Table Not Found
cuFFT,67108864,0.27,46,21.80,N/A,Table Not Found
cuFFT,67108864,0.27,47,22.58,N/A,Table Not Found
cuFFT,67108864,0.27,48,22.14,N/A,Table Not Found
cuFFT,67108864,0.27,49,22.36,N/A,Table Not Found
cuFFT,67108864,0.27,50,22.16,N/A,Table Not Found
cuFFT,134217728,0.54,1,41.90,N/A,Table Not Found
cuFFT,134217728,0.54,2,42.22,N/A,Table Not Found
cuFFT,134217728,0.54,3,41.51,N/A,Table Not Found
cuFFT,134217728,0.54,4,41.66,N/A,Table Not Found
cuFFT,134217728,0.54,5,42.10,N/A,Table Not Found
cuFFT,134217728,0.54,6,42.20,N/A,Table Not Found
cuFFT,134217728,0.54,7,41.79,N/A,Table Not Found
cuFFT,134217728,0.54,8,41.71,N/A,Table Not Found
cuFFT,134217728,0.54,9,41.79,N/A,Table Not Found
cuFFT,134217728,0.54,10,42.44,N/A,Table Not Found
cuFFT,134217728,0.54,11,41.56,N/A,Table Not Found
cuFFT,134217728,0.54,12,42.28,N/A,Table Not Found
cuFFT,134217728,0.54,13,42.40,N/A,Table Not Found
cuFFT,134217728,0.54,14,41.67,N/A,Table Not Found
cuFFT,134217728,0.54,15,41.45,N/A,Table Not Found
cuFFT,134217728,0.54,16,41.96,N/A,Table Not Found
cuFFT,134217728,0.54,17,41.95,N/A,Table Not Found
cuFFT,134217728,0.54,18,41.81,N/A,Table Not Found
cuFFT,134217728,0.54,19,41.86,N/A,Table Not Found
cuFFT,134217728,0.54,20,41.97,N/A,Table Not Found
cuFFT,134217728,0.54,21,41.69,N/A,Table Not Found
cuFFT,134217728,0.54,22,42.08,N/A,Table Not Found
cuFFT,134217728,0.54,23,41.70,N/A,Table Not Found
cuFFT,134217728,0.54,24,41.73,N/A,Table Not Found
cuFFT,134217728,0.54,25,41.91,N/A,Table Not Found
cuFFT,134217728,0.54,26,44.59,N/A,Table Not Found
cuFFT,134217728,0.54,27,42.01,N/A,Table Not Found
cuFFT,134217728,0.54,28,41.56,N/A,Table Not Found
cuFFT,134217728,0.54,29,41.66,N/A,Table Not Found
cuFFT,134217728,0.54,30,42.21,N/A,Table Not Found
cuFFT,134217728,0.54,31,42.06,N/A,Table Not Found
cuFFT,134217728,0.54,32,42.28,N/A,Table Not Found
cuFFT,134217728,0.54,33,41.61,N/A,Table Not Found
cuFFT,134217728,0.54,34,42.82,N/A,Table Not Found
cuFFT,134217728,0.54,35,41.80,N/A,Table Not Found
cuFFT,134217728,0.54,36,41.92,N/A,Table Not Found
cuFFT,134217728,0.54,37,42.25,N/A,Table Not Found
cuFFT,134217728,0.54,38,41.72,N/A,Table Not Found
cuFFT,134217728,0.54,39,41.87,N/A,Table Not Found
cuFFT,134217728,0.54,40,42.73,N/A,Table Not Found
cuFFT,134217728,0.54,41,41.95,N/A,Table Not Found
cuFFT,134217728,0.54,42,42.18,N/A,Table Not Found
cuFFT,134217728,0.54,43,41.99,N/A,Table Not Found
cuFFT,134217728,0.54,44,41.79,N/A,Table Not Found
cuFFT,134217728,0.54,45,42.51,N/A,Table Not Found
cuFFT,134217728,0.54,46,42.78,N/A,Table Not Found
cuFFT,134217728,0.54,47,42.62,N/A,Table Not Found
cuFFT,134217728,0.54,48,43.18,N/A,Table Not Found
cuFFT,134217728,0.54,49,42.96,N/A,Table Not Found
cuFFT,134217728,0.54,50,43.90,N/A,Table Not Found
cuFFT,268435456,1.07,1,89.05,N/A,Table Not Found
cuFFT,268435456,1.07,2,84.01,N/A,Table Not Found
cuFFT,268435456,1.07,3,82.85,N/A,Table Not Found
cuFFT,268435456,1.07,4,87.68,N/A,Table Not Found
cuFFT,268435456,1.07,5,88.97,N/A,Table Not Found
cuFFT,268435456,1.07,6,84.83,N/A,Table Not Found
cuFFT,268435456,1.07,7,84.13,N/A,Table Not Found
cuFFT,268435456,1.07,8,84.67,N/A,Table Not Found
cuFFT,268435456,1.07,9,83.38,N/A,Table Not Found
cuFFT,268435456,1.07,10,82.95,N/A,Table Not Found
cuFFT,268435456,1.07,11,87.83,N/A,Table Not Found
cuFFT,268435456,1.07,12,85.88,N/A,Table Not Found
cuFFT,268435456,1.07,13,87.00,N/A,Table Not Found
cuFFT,268435456,1.07,14,82.87,N/A,Table Not Found
cuFFT,268435456,1.07,15,85.65,N/A,Table Not Found
cuFFT,268435456,1.07,16,86.54,N/A,Table Not Found
cuFFT,268435456,1.07,17,87.66,N/A,Table Not Found
cuFFT,268435456,1.07,18,87.79,N/A,Table Not Found
cuFFT,268435456,1.07,19,83.75,N/A,Table Not Found
cuFFT,268435456,1.07,20,87.44,N/A,Table Not Found
cuFFT,268435456,1.07,21,83.97,N/A,Table Not Found
cuFFT,268435456,1.07,22,89.06,N/A,Table Not Found
cuFFT,268435456,1.07,23,82.65,N/A,Table Not Found
cuFFT,268435456,1.07,24,84.93,N/A,Table Not Found
cuFFT,268435456,1.07,25,86.92,N/A,Table Not Found
cuFFT,268435456,1.07,26,86.41,N/A,Table Not Found
cuFFT,268435456,1.07,27,85.18,N/A,Table Not Found
cuFFT,268435456,1.07,28,88.65,N/A,Table Not Found
cuFFT,268435456,1.07,29,84.19,N/A,Table Not Found
cuFFT,268435456,1.07,30,86.27,N/A,Table Not Found
cuFFT,268435456,1.07,31,84.73,N/A,Table Not Found
cuFFT,268435456,1.07,32,87.67,N/A,Table Not Found
cuFFT,268435456,1.07,33,84.83,N/A,Table Not Found
cuFFT,268435456,1.07,34,84.43,N/A,Table Not Found
cuFFT,268435456,1.07,35,85.00,N/A,Table Not Found
cuFFT,268435456,1.07,36,86.28,N/A,Table Not Found
cuFFT,268435456,1.07,37,83.40,N/A,Table Not Found
cuFFT,268435456,1.07,38,83.92,N/A,Table Not Found
cuFFT,268435456,1.07,39,90.43,N/A,Table Not Found
cuFFT,268435456,1.07,40,84.55,N/A,Table Not Found
cuFFT,268435456,1.07,41,87.40,N/A,Table Not Found
cuFFT,268435456,1.07,42,84.23,N/A,Table Not Found
cuFFT,268435456,1.07,43,85.10,N/A,Table Not Found
cuFFT,268435456,1.07,44,85.42,N/A,Table Not Found
cuFFT,268435456,1.07,45,89.99,N/A,Table Not Found
cuFFT,268435456,1.07,46,87.41,N/A,Table Not Found
cuFFT,268435456,1.07,47,85.09,N/A,Table Not Found
cuFFT,268435456,1.07,48,83.16,N/A,Table Not Found
cuFFT,268435456,1.07,49,86.93,N/A,Table Not Found
cuFFT,268435456,1.07,50,86.78,N/A,Table Not Found
