Benchmark,Size_Arg,Approx_Input_GB,Run_ID,Time_ms,Bandwidth_GBs,Faults_Detected_Nsys
cuFFT,67108864,0.27,14,22.30,N/A,Table Not Found
cuFFT,67108864,0.27,15,22.57,N/A,Table Not Found
cuFFT,67108864,0.27,16,22.65,N/A,Table Not Found
cuFFT,67108864,0.27,17,22.53,N/A,Table Not Found
cuFFT,67108864,0.27,18,22.48,N/A,Table Not Found
cuFFT,67108864,0.27,19,22.21,N/A,Table Not Found
cuFFT,67108864,0.27,20,22.70,N/A,Table Not Found
cuFFT,67108864,0.27,21,23.78,N/A,Table Not Found
cuFFT,67108864,0.27,22,22.96,N/A,Table Not Found
cuFFT,67108864,0.27,23,23.97,N/A,Table Not Found
cuFFT,67108864,0.27,24,23.24,N/A,Table Not Found
cuFFT,67108864,0.27,25,24.35,N/A,Table Not Found
cuFFT,67108864,0.27,26,24.24,N/A,Table Not Found
cuFFT,67108864,0.27,27,22.63,N/A,Table Not Found
cuFFT,67108864,0.27,28,23.88,N/A,Table Not Found
cuFFT,67108864,0.27,29,23.92,N/A,Table Not Found
cuFFT,67108864,0.27,30,24.85,N/A,Table Not Found
cuFFT,67108864,0.27,31,23.04,N/A,Table Not Found
cuFFT,67108864,0.27,32,23.02,N/A,Table Not Found
cuFFT,67108864,0.27,33,24.50,N/A,Table Not Found
cuFFT,67108864,0.27,34,23.87,N/A,Table Not Found
cuFFT,67108864,0.27,35,23.91,N/A,Table Not Found
cuFFT,67108864,0.27,36,23.60,N/A,Table Not Found
cuFFT,67108864,0.27,37,22.73,N/A,Table Not Found
cuFFT,67108864,0.27,38,24.37,N/A,Table Not Found
cuFFT,67108864,0.27,39,22.72,N/A,Table Not Found
cuFFT,67108864,0.27,40,24.84,N/A,Table Not Found
cuFFT,67108864,0.27,41,25.30,N/A,Table Not Found
cuFFT,67108864,0.27,42,22.29,N/A,Table Not Found
cuFFT,67108864,0.27,43,22.47,N/A,Table Not Found
cuFFT,67108864,0.27,44,23.42,N/A,Table Not Found
cuFFT,67108864,0.27,45,23.04,N/A,Table Not Found
cuFFT,67108864,0.27,46,23.05,N/A,Table Not Found
cuFFT,67108864,0.27,47,22.62,N/A,Table Not Found
cuFFT,67108864,0.27,48,24.43,N/A,Table Not Found
cuFFT,67108864,0.27,49,24.62,N/A,Table Not Found
cuFFT,67108864,0.27,50,22.59,N/A,Table Not Found
cuFFT,134217728,0.54,1,42.19,N/A,Table Not Found
cuFFT,134217728,0.54,2,42.65,N/A,Table Not Found
cuFFT,134217728,0.54,3,44.11,N/A,Table Not Found
cuFFT,134217728,0.54,4,45.52,N/A,Table Not Found
cuFFT,134217728,0.54,5,45.06,N/A,Table Not Found
cuFFT,134217728,0.54,6,42.13,N/A,Table Not Found
cuFFT,134217728,0.54,7,45.11,N/A,Table Not Found
cuFFT,134217728,0.54,8,45.26,N/A,Table Not Found
cuFFT,134217728,0.54,9,45.00,N/A,Table Not Found
cuFFT,134217728,0.54,10,42.41,N/A,Table Not Found
cuFFT,134217728,0.54,11,43.42,N/A,Table Not Found
cuFFT,134217728,0.54,12,42.14,N/A,Table Not Found
cuFFT,134217728,0.54,13,42.16,N/A,Table Not Found
cuFFT,134217728,0.54,14,42.53,N/A,Table Not Found
cuFFT,134217728,0.54,15,45.98,N/A,Table Not Found
cuFFT,134217728,0.54,16,45.19,N/A,Table Not Found
cuFFT,134217728,0.54,17,45.18,N/A,Table Not Found
cuFFT,134217728,0.54,18,44.19,N/A,Table Not Found
cuFFT,134217728,0.54,19,42.18,N/A,Table Not Found
cuFFT,134217728,0.54,20,45.87,N/A,Table Not Found
cuFFT,134217728,0.54,21,41.95,N/A,Table Not Found
cuFFT,134217728,0.54,22,42.97,N/A,Table Not Found
cuFFT,134217728,0.54,23,43.36,N/A,Table Not Found
cuFFT,134217728,0.54,24,42.52,N/A,Table Not Found
cuFFT,134217728,0.54,25,42.49,N/A,Table Not Found
cuFFT,134217728,0.54,26,43.30,N/A,Table Not Found
cuFFT,134217728,0.54,27,42.77,N/A,Table Not Found
cuFFT,134217728,0.54,28,46.01,N/A,Table Not Found
cuFFT,134217728,0.54,29,44.40,N/A,Table Not Found
cuFFT,134217728,0.54,30,45.07,N/A,Table Not Found
cuFFT,134217728,0.54,31,42.65,N/A,Table Not Found
cuFFT,134217728,0.54,32,41.96,N/A,Table Not Found
cuFFT,134217728,0.54,33,42.34,N/A,Table Not Found
cuFFT,134217728,0.54,34,42.86,N/A,Table Not Found
cuFFT,134217728,0.54,35,42.51,N/A,Table Not Found
cuFFT,134217728,0.54,36,42.83,N/A,Table Not Found
cuFFT,134217728,0.54,37,45.29,N/A,Table Not Found
cuFFT,134217728,0.54,38,45.56,N/A,Table Not Found
cuFFT,134217728,0.54,39,42.05,N/A,Table Not Found
cuFFT,134217728,0.54,40,42.21,N/A,Table Not Found
cuFFT,134217728,0.54,41,45.18,N/A,Table Not Found
cuFFT,134217728,0.54,42,42.56,N/A,Table Not Found
cuFFT,134217728,0.54,43,42.51,N/A,Table Not Found
cuFFT,134217728,0.54,44,44.02,N/A,Table Not Found
cuFFT,134217728,0.54,45,42.34,N/A,Table Not Found
cuFFT,134217728,0.54,46,42.25,N/A,Table Not Found
cuFFT,134217728,0.54,47,42.37,N/A,Table Not Found
cuFFT,134217728,0.54,48,42.32,N/A,Table Not Found
cuFFT,134217728,0.54,49,42.54,N/A,Table Not Found
cuFFT,134217728,0.54,50,42.60,N/A,Table Not Found
cuFFT,268435456,1.07,1,84.43,N/A,Table Not Found
cuFFT,268435456,1.07,2,83.54,N/A,Table Not Found
cuFFT,268435456,1.07,3,87.98,N/A,Table Not Found
cuFFT,268435456,1.07,4,83.33,N/A,Table Not Found
cuFFT,268435456,1.07,5,87.30,N/A,Table Not Found
cuFFT,268435456,1.07,6,83.02,N/A,Table Not Found
cuFFT,268435456,1.07,7,84.04,N/A,Table Not Found
cuFFT,268435456,1.07,8,88.62,N/A,Table Not Found
cuFFT,268435456,1.07,9,83.76,N/A,Table Not Found
cuFFT,268435456,1.07,10,88.50,N/A,Table Not Found
cuFFT,268435456,1.07,11,84.56,N/A,Table Not Found
cuFFT,268435456,1.07,12,83.41,N/A,Table Not Found
cuFFT,268435456,1.07,13,83.69,N/A,Table Not Found
cuFFT,268435456,1.07,14,84.15,N/A,Table Not Found
cuFFT,268435456,1.07,15,83.44,N/A,Table Not Found
cuFFT,268435456,1.07,16,84.05,N/A,Table Not Found
cuFFT,268435456,1.07,17,83.73,N/A,Table Not Found
cuFFT,268435456,1.07,18,87.29,N/A,Table Not Found
cuFFT,268435456,1.07,19,88.82,N/A,Table Not Found
cuFFT,268435456,1.07,20,86.75,N/A,Table Not Found
cuFFT,268435456,1.07,21,85.22,N/A,Table Not Found
cuFFT,268435456,1.07,22,85.11,N/A,Table Not Found
cuFFT,268435456,1.07,23,87.97,N/A,Table Not Found
cuFFT,268435456,1.07,24,86.96,N/A,Table Not Found
cuFFT,268435456,1.07,25,83.88,N/A,Table Not Found
cuFFT,268435456,1.07,26,83.72,N/A,Table Not Found
cuFFT,268435456,1.07,27,84.86,N/A,Table Not Found
cuFFT,268435456,1.07,28,83.62,N/A,Table Not Found
cuFFT,268435456,1.07,29,83.56,N/A,Table Not Found
cuFFT,268435456,1.07,30,88.33,N/A,Table Not Found
cuFFT,268435456,1.07,31,83.89,N/A,Table Not Found
cuFFT,268435456,1.07,32,87.10,N/A,Table Not Found
cuFFT,268435456,1.07,33,89.27,N/A,Table Not Found
cuFFT,268435456,1.07,34,87.46,N/A,Table Not Found
cuFFT,268435456,1.07,35,85.39,N/A,Table Not Found
cuFFT,268435456,1.07,36,87.83,N/A,Table Not Found
cuFFT,268435456,1.07,37,84.78,N/A,Table Not Found
cuFFT,268435456,1.07,38,86.87,N/A,Table Not Found
cuFFT,268435456,1.07,39,83.96,N/A,Table Not Found
cuFFT,268435456,1.07,40,83.68,N/A,Table Not Found
cuFFT,268435456,1.07,41,84.56,N/A,Table Not Found
cuFFT,268435456,1.07,42,86.04,N/A,Table Not Found
cuFFT,268435456,1.07,43,83.00,N/A,Table Not Found
cuFFT,268435456,1.07,44,84.16,N/A,Table Not Found
cuFFT,268435456,1.07,45,84.00,N/A,Table Not Found
cuFFT,268435456,1.07,46,86.12,N/A,Table Not Found
cuFFT,268435456,1.07,47,84.71,N/A,Table Not Found
cuFFT,268435456,1.07,48,83.78,N/A,Table Not Found
cuFFT,268435456,1.07,49,87.00,N/A,Table Not Found
cuFFT,268435456,1.07,50,83.45,N/A,Table Not Found
